gdp pc test,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Argentina,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,871.6252695,883.9386395,896.4259594,909.0896866,921.932313,934.956366,948.1644087,961.5590401,975.1428963,988.9186503,1002.889013,1017.056734,1031.424601,1045.995442,1060.772123,1075.757553,1090.954681,1106.366498,1121.996036,1137.846371,1153.920622,1170.221952,1186.75357,1203.518729,1220.520727,1237.762911,1255.248674,1272.981457,1290.964749,1309.202089,1327.697067,1346.453321,1365.474543,1384.764477,1404.326917,1424.165714,1444.284773,1464.688051,1485.379564,1506.363385,1527.643642,1549.224523,1571.110276,1593.305206,1615.813682,1638.640134,1661.789052,1685.264993,1709.072577,1733.216488,1757.701478,1782.532365,1807.714036,1833.251446,1859.149621,1885.413657,1867.467953,2002.03825,1839.596792,1863.056379,1769.57308,1743.092126,2140.948911,2333.662629,2426.435037,2770.221511,2695.384053,2794.951447,3156.637637,3364.751914,2982.768041,2730.32087,3176.315407,3266.506278,3664.862775,3949.398338,4246.477423,3317.390147,3498.617911,4011.228935,3419.661928,3611.766785,3436.586789,3830.907625,4131.047124,4562.362257,4580.222856,4464.287584,4694.412985,4708.232341,4832.383347,4726.01099,4923.208483,4777.657074,4091.984842,3949.966432,3767.939429,3397.615635,3961.683426,4038.953416,4263.132851,4242.313855,4452.290181,4807.279084,5035.788573,4861.297728,4962.41598,5178.195978,5356.784882,5456.673947,5081.199522,4633.642634,4393.51848,4518.049602,4790.215524,4909.124019,4872.965364,5149.629836,5084.615599,5199.515795,5202.228574,5393.041392,5368.423104,5248.212896,5757.534492,5482.916902,5845.221938,6359.641157,6560.387518,6322.978588,6252.858599,6362.125843,5911.315053,6107.586028,6242.599448,6566.88202,6630.034401,6856.856212,7157.85635,6575.45436,6984.75572,7367.286043,7133.166023,6852.536341,7452.885451,8022.442672,7955.974182,8052.953021,8284.391228,8870.893961,9212.30291,9408.191221,9443.038526,9633.499469,9989.810115,9766.384046,9611.920559,10079.02674,9602.714509,10124.85647,10126.50131,9421.942886,8997.897412,9238.605312,9301.552359,8525.606139,9026.855746,9139.671389,8845.591444,8107.715406,7846.612519,8575.874906,9308.41871,9742.077436,10206.90178,9807.788607,10245.38281,10967.28195,11272.74873,10771.0783,10571.36362,9992.710539,8797.640716,9481.372262,10232.09685,11063,11865.5823,12748.36362,13457.94875,13420.78925,14486.6366,15595.3872,15714.10318
Armenia,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,378.4032544,379.805947,381.2138393,382.6269504,384.0452997,385.4689067,386.8977908,388.3319716,389.7714687,391.2163018,392.6664908,394.1220554,395.5830157,397.0493915,398.5212029,399.9984702,401.4812136,402.9694533,404.4632097,405.9625032,407.4673545,408.977784,410.4938125,412.0154608,413.5427496,415.0756998,416.6143325,418.1586687,419.7087296,421.2645364,422.8261103,424.3934728,425.9666453,427.5456494,429.1305066,430.7212387,432.3178674,433.9204146,435.5289023,437.1433524,438.7637871,440.3902285,442.022699,443.6612208,445.3058164,446.9565083,448.6133191,450.2762714,451.9453882,453.6206921,455.3022062,456.9899534,458.6839569,460.3842399,462.0908256,463.8037374,465.5229987,467.2486331,468.9806643,470.7191158,472.4640115,474.2153754,475.9732314,477.7376035,479.5085159,481.2859928,461.6617509,538.6102643,516.9624275,479.6189635,476.5750906,435.5542585,475.7490161,537.9307472,610.2406851,563.435162,619.1673028,607.4406838,622.1988958,658.7608479,643.163582,657.7336602,713.1316628,662.4406474,730.9326378,645.5117907,615.5670882,590.1764881,643.0742202,666.1664992,709.2366546,653.7912867,704.812552,738.7692001,703.8834861,722.8029802,700,583.2888855,486.0370342,405,384.4801685,365,395.851014,429.3096583,465.5963385,504.9500896,547.6301507,593.9176725,644.1175695,698.5605289,728.4598497,733.4117486,720.4768941,745.8997149,812.5265938,926.9462674,987.7767448,1067.332418,1061.94241,1102.479577,1054.198577,1032.09761,1010.459983,989.2759834,968.5360999,948.231022,928.3516342,1029.173393,1160.145606,1264.285842,1366.371814,1346.227412,1405.821985,1438.947336,1480.306673,1575.263689,1692.015103,1692.70387,1783.993089,1729.096213,1855.114897,1926.818232,1946.746954,1873.854771,2087.186995,2178.763371,2258.724219,2333.60693,2445.955988,2456.958013,2621.394192,2664.763312,2653.313401,2849.086258,2879.523995,2836.370883,2917.316435,2934.344738,2956.633775,2893.305245,2849.042534,2827.512307,2848.8309,2890.308441,2875.388162,2851.032598,2917.336155,2905.170155,2918.332497,2922.281369,2809.07262,2436.614192,1442.937796,1375.723254,1498.936462,1632.305001,1731.633277,1791.34719,1928.32665,1992.959495,2114.056874,2328.459773,2692.304039,3078.901731,3413.908337,3903,4413.18025,5011.554686,5346.980658,4544.938774,4598.933383,4767.394284,5059.087964
Aruba,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,575.8550543,579.6602042,583.4904979,587.3461015,591.2271823,595.1339086,599.0664498,603.0249766,607.0096607,611.0206748,615.0581931,619.1223905,623.2134435,627.3315294,631.4768269,635.6495159,639.8497772,644.0777931,648.333747,652.6178235,656.9302085,661.2710889,665.6406531,670.0390907,674.4665923,678.9233501,683.4095574,687.9254088,692.4711001,697.0468286,701.6527927,706.2891921,710.9562282,715.6541031,720.3830208,725.1431864,729.9348063,734.7580884,739.613242,744.5004775,749.420007,754.3720439,759.3568031,764.3745006,769.4253542,774.509583,779.6274075,784.7790496,789.9647329,795.1846824,800.4391243,805.7282867,811.0523989,816.4116919,821.8063982,827.2367518,832.7029882,838.2053446,843.7440596,849.3193734,854.931528,860.5807667,866.2673345,871.9914782,877.7534461,883.553488,889.3918557,895.2688022,901.1845826,907.1394534,913.1336729,919.1675013,925.2412001,931.3550328,937.5092647,943.7041627,949.9399955,956.2170336,962.5355493,968.8958166,975.2981114,981.7427116,988.2298965,994.7599475,1001.333148,1007.949783,1014.61014,1021.314507,1028.063175,1034.856438,1041.694589,1048.577926,1055.506746,1062.481351,1088.521136,1115.199117,1142.530934,1170.532612,1199.220567,1228.611621,1258.723004,1289.572371,1321.177809,1353.557847,1386.73147,1420.718128,1455.537746,1491.21074,1527.758024,1565.201026,1603.561698,1642.862532,1683.126568,1724.377415,1766.639256,1809.936869,1854.295641,1899.741578,1946.301326,1994.002181,2042.872111,2092.939767,2144.234506,2196.786399,2250.626258,2305.78565,2362.296914,2420.193181,2479.508398,2540.277339,2602.535634,2666.319784,2731.667185,2798.616151,2867.205933,2937.476745,3009.469787,3083.227267,3158.79243,3236.20958,3315.524104,3396.782506,3480.032426,3565.322674,3652.703255,3742.2254,3833.941595,3927.905613,4024.172544,4122.798831,4223.842296,4567.57149,4939.758007,5344.091474,5785.94293,6270.225412,6803.639373,7390.359942,8026.343035,8701.788291,9409.562085,10133.57728,10874.91495,11672.80277,12589.72147,13681.02242,15016.42866,17674.3389,21252.4093,23845.23818,24316.96867,25167.85978,25120.54961,25277.5689,25830.4829,25359.88285,24966.42801,26483.66862,27963.77489,27962.88632,28711.442,27884.98526,26467.87062,25782.76564,26972.69512,26762.65268,26415.89058,26645.25496,25354.97423,23369.71703,21868.81982,23661.38759,
Australia,671.4782089,672.925915,674.3767423,675.8306977,677.2877877,678.7480192,680.211399,681.6779338,683.1476305,684.6204959,686.0965367,687.5757599,689.0581723,690.5437807,692.0325922,693.5246135,695.0198516,696.5183134,698.0200059,699.5249361,701.0331109,707.3868853,728.1423028,752.8250927,794.9419617,833.1985818,848.9757789,874.7841624,896.7575579,946.5774222,1148.373034,1186.799931,1213.290572,1217.707878,1280.797407,1550.028647,1523.080584,1596.550791,1576.687424,1470.984034,1859.368278,1586.062087,1446.57958,1677.462275,1906.608964,1961.665562,2168.183515,2508.305138,2870.398955,2836.113984,2673.32294,3172.922193,3721.005904,4073.938461,3567.465497,3385.664388,4131.485722,3645.85732,3109.07553,4013.758079,3917.421846,3858.20797,3707.758687,3695.495127,3919.090458,3738.030041,3848.344554,4207.414083,4272.09244,4187.155572,4430.132029,4464.330778,4809.347969,5175.051315,5190.166201,5600.813483,5423.581377,5462.604532,5789.203536,5691.191447,5800.015604,6029.338016,5498.492674,6057.015766,5824.66202,5985.267634,5859.638197,6268.788717,6095.556121,6424.583635,6033.195725,6315.769369,5407.557737,5018.362604,5096.427822,4719.827395,4987.327137,4628.718304,5266.597113,5196.680218,5431.847866,5195.496386,5173.654881,5516.934046,5812.656287,5795.385304,6100.474275,6248.057224,6351.846733,6740.939357,7051.188545,6907.655197,6900.480537,6979.43644,6803.41434,6627.252959,6602.491052,6484.479734,6227.920318,6382.251124,6449.930564,6646.501459,6853.396852,7027.100462,7332.158696,7515.769014,7542.122785,7503.191194,7378.650667,7123.121547,6372.40142,5892.345798,6176.778449,6553.905457,6848.21827,7197.033943,7465.367975,7776.392163,7966.788025,7911.61446,8345.497218,9187.459708,10158.17646,10425.31891,9964.05935,9361.604115,8925.84357,9019.861901,9430.036273,9794.561923,10031.12138,10160.73672,10039.59564,10157.91298,10544.08738,10864.61774,10974.12837,10949.64959,11240.95886,11678.07069,11897.96372,11711.50002,12217.22686,12722.21702,13329.89726,13739.92688,13860.95806,14526.12465,15088.55836,15647.10938,16273.14214,16633.1259,16788.62948,17429.71805,17574.58167,17824.57038,18351.06793,18334.19751,18635.0381,19380.63562,19505.55452,19841.87946,19477.00928,19214.56115,20295.25294,21040.4946,21168.81051,21888.88903,22508.19078,23133.97635,23151.89034,22893.85675,23424.76683,24053.10102,24780.17241,25518.71544,26151.13247,26997.93657,28169.15341,28983.2672,29241.5145,30043.24277,30687.75473,31634.24243,32098.50615,32798,33204.15573,34196.81242,34444.33306,34389.09927,34884.76376,35253.93842,36064.73728
Austria,1434.507479,1440.072847,1445.659806,1451.268441,1456.898835,1462.551074,1468.22524,1473.921421,1479.6397,1485.380165,1491.1429,1496.927993,1502.73553,1508.565597,1514.418284,1520.293676,1526.191864,1532.112933,1538.056975,1544.024077,1550.01433,1574.979831,1600.347442,1626.123639,1652.315004,1678.928224,1705.970093,1733.447515,1761.367505,1789.737193,1818.56382,1837.096332,1855.817704,1874.72986,1893.834745,1913.134323,1932.630578,1952.325515,1972.221157,1992.319551,2012.622762,2034.396788,2056.406382,2078.654091,2101.142492,2123.87419,2146.851815,2170.078029,2193.555522,2217.287011,2241.275245,2262.883296,2284.699669,2306.726374,2328.965437,2351.418906,2374.088848,2396.97735,2420.086519,2443.418483,2466.975389,2483.914637,2500.970196,2518.142866,2535.43345,2552.842759,2570.371606,2588.020814,2605.791209,2623.683622,2641.698891,2813.03723,2815.199478,2730.961001,2834.038906,2829.195038,2873.939767,2952.651722,3031.030479,2990.805624,3013.102245,3115.996949,3115.191688,3222.364439,3287.397751,3245.889184,3329.945528,3538.380388,3508.787853,3454.418922,3619.155957,3720.231825,3771.428926,3764.678388,3951.402463,4024.65107,4053.251451,4105.883335,4303.405161,4359.564788,4362.272408,4344.52381,4477.801482,4480.786948,4513.372878,4728.122388,4870.982446,5130.407732,5113.094126,5056.77479,5090.029917,5205.803484,5422.19218,5360.932918,4448.443892,4104.035609,4064.743048,4000.86734,3952.159349,3494.548458,3731.71426,4099.617665,4451.321059,4396.76057,4892.643745,5208.473752,5279.8142,5422.717609,5657.597568,5721.425891,5546.908525,5085.874283,4547.490864,4382.761331,4411.249995,4496.448587,4632.646452,4881.744877,5506.348124,6336.14568,6124.691158,6524.021689,6161.22702,6287.804201,5888.207552,2667.850644,3026.574415,3351.408246,4276.52316,5094.411238,5733.098114,6124.928282,6137.076492,6399.786948,7045.971274,7817.250888,8348.449465,8842.59803,9137.296178,9360.853847,10083.83005,10560.9654,10750.72111,11116.70439,11705.63362,11964.2821,12549.33397,12834.6024,13335.55703,14125.31596,15078.76996,15779.07374,16661.6256,17379.3273,18033.975,18016.36617,18874.29543,19749.4223,19693.61751,20803.39934,21284.70833,21220.8879,21597.08362,22266.66334,22336.9462,22821.20054,23329.15536,23687.82607,24371.17769,25307.87479,26134.99521,26744.39669,27042.01868,26882.04406,27463.47863,27918.81948,28602.35254,29095.92066,30107.97838,31039.61877,32008.50466,32196.42488,32417.60769,32741.18737,33455.69403,34108,35177.20238,36335.80724,36700.30725,35200.2062,35816.33659,36637.25465,36731.62877
Azerbaijan,477.1528146,477.2015821,477.2503547,477.2991322,477.3479147,477.3967022,477.4454947,477.4942922,477.5430947,477.5919021,477.6407146,477.689532,477.7383544,477.7871818,477.8360142,477.8848516,477.933694,477.9825414,478.0313938,478.0802511,478.1291135,480.7048641,483.2944906,485.8980679,488.515671,491.1473755,493.7932574,496.453393,499.1278592,501.8167331,504.5200923,507.2380149,509.9705794,512.7178646,515.4799498,518.2569148,521.0488397,523.8558051,526.677892,529.5151819,532.3677567,535.2356987,538.1190907,541.018016,543.9325583,546.8628015,549.8088305,552.7707301,555.7485859,558.7424838,561.7525103,564.7787522,567.821297,570.8802324,573.9556466,577.0476286,580.1562676,583.2816532,586.4238758,589.5830259,592.7591949,595.9524743,599.1629564,602.3907338,605.6358997,608.8985478,612.1787723,615.4766678,618.7923295,622.1258532,625.4773351,628.8468719,632.2345608,635.6404997,639.064787,642.5075213,645.9688022,649.4487294,652.9474036,656.4649256,660.001397,663.5569199,667.1315969,670.7255312,674.3388265,677.9715872,651.1755933,760.7024139,731.0803273,679.154234,675.7240155,618.3668908,676.3131183,765.7063169,869.7670862,804.1030421,884.7930885,869.1676068,891.4455907,945.0598953,923.8871952,946.0487567,1027.067814,955.3055962,1055.452401,933.321834,891.1864755,855.5414347,933.439538,968.2195112,1032.162705,952.7129473,1028.401065,1079.353285,1029.725722,1058.782291,940.4517944,824.9868627,504.56562,434.5921041,435.9416949,398.6524469,462.3182587,531.9991898,673.3493867,840.6773877,943.016458,981.4224499,1031.095764,1042.11119,1088.132007,1096.957437,1079.016089,1118.54704,1220.0492,1393.671019,1487.066723,1608.930584,1602.892957,1666.249597,1595.356986,1563.947514,1533.156433,1502.971568,1473.380985,1444.372982,1415.936091,1571.757871,1774.08957,1935.861426,2094.902596,2066.708942,2161.011951,2214.816173,2281.447253,2430.960748,2614.537457,2619.012485,2763.85782,2682.301787,2881.543903,2992.92046,3023.875677,2910.652488,3242.020735,3384.26602,3508.468943,3624.784015,3799.295438,3816.384847,4071.803026,4139.16814,4121.38303,4425.476369,4488.361681,4436.524444,4579.057689,4621.856183,4673.212635,4589.073133,4534.635395,4516.069956,4565.996183,4648.638559,4640.777912,4617.524454,4741.39581,4738.097871,4776.171807,4799.322286,4629.494456,4528.838746,3455.542969,2627.685931,2088.928545,1828.588025,1843.189487,1943.285094,2132.381247,2285.695556,2533.170154,2775.739802,3059.179927,3387.790782,3760.105577,4648,6174.30403,7617.241876,8330.512625,8985.408113,9325.554448,9218.057194,9291.02627
Bahamas,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1409.188697,1418.500371,1427.873574,1437.308714,1446.8062,1456.366444,1465.989859,1475.676865,1485.427881,1495.24333,1505.123637,1515.069232,1525.080546,1535.158013,1545.30207,1555.513157,1565.791717,1576.138196,1586.553043,1597.036709,1607.589649,1618.212322,1628.905187,1639.668709,1650.503354,1661.409593,1672.387898,1683.438746,1694.562617,1705.759991,1717.031356,1728.377201,1739.798016,1751.294299,1762.866546,1774.515262,1786.240949,1798.044119,1809.925281,1821.884952,1833.923651,1846.041899,1858.240222,1870.51915,1882.879215,1895.320953,1907.844904,1920.451611,1933.141621,1945.915484,1958.773755,1971.716991,1984.745753,1997.860608,2011.062123,2024.350871,2037.727429,2051.192377,2064.746299,2078.389783,2092.123421,2105.947808,2119.863545,2133.871234,2147.971484,2162.164905,2176.452114,2190.833731,2205.310379,2219.882686,2234.551284,2249.31681,2264.179904,2279.14121,2294.201379,2309.361062,2324.620918,2339.981608,2355.443799,2371.008162,2386.675371,2402.446106,2418.321052,2434.300896,2450.386333,2466.578059,2482.876777,2499.283195,2515.798023,2532.421978,2549.155782,2566.000159,2582.955841,2600.023564,2693.541967,2790.424067,2890.790851,2994.767656,3102.48433,3214.075388,3329.680185,3449.44309,3573.513661,3702.046839,3835.203136,3973.148837,4116.056209,4264.103715,4417.476236,4576.365305,4740.969342,4911.493905,5088.151945,5271.164073,5460.758835,5657.172995,5860.651838,6071.449466,6289.829125,6289.829125,6289.829125,6289.829125,6289.829125,6289.829125,6289.829125,6289.829125,6289.829125,6289.829125,6289.829125,6289.829125,6289.829125,6798.311571,7347.900762,7941.91985,8583.960636,9277.905292,10027.94983,10838.62948,11714.8461,12661.89784,13685.51115,14404.4065,15117.51505,15881.60021,16708.0202,17609.59195,18377.28507,19318.1061,20153.21704,21216.83633,19420.83648,19229.52315,18152.43763,19144.3247,15633.82509,13061.01405,13458.39105,14380.66603,16071.68343,19834.88471,20670.459,19643.98114,20433.0368,21361.93912,21424.13801,21869.18614,22024.19431,22438.01353,22549.93421,22669.38991,21906.40174,20600.50034,19432.56931,19119.62126,19353.79124,19840.90335,20329.1399,20990.83247,22074.23591,22623.02554,22728.40826,22600.18761,22810.96126,22744.75466,22747.53458,23021,23314.07129,23369.12536,22560.07744,21219.55493,21022.70646,21129.18681,21418.22981
Bahrain,808.9917926,809.1826879,809.3736282,809.5646135,809.755644,809.9467195,810.13784,810.3290057,810.5202165,810.7114724,810.9027735,811.0941197,811.285511,811.4769475,811.6684291,811.859956,812.051528,812.2431453,812.4348078,812.6265155,812.8182684,817.5506036,822.310491,827.0980912,831.9135654,836.7570759,841.6287859,846.5288598,851.4574624,856.4147601,861.4009198,866.4161096,871.4604985,876.5342564,881.6375545,886.7705646,891.9334598,897.1264141,902.3496024,907.6032008,912.8873864,918.2023372,923.5482323,928.9252519,934.3335773,939.7733906,945.2448753,950.7482156,956.2835971,961.8512064,967.451231,973.0838597,978.7492823,984.4476897,990.179274,995.9442283,1001.742747,1007.575025,1013.44126,1019.341649,1025.27639,1031.245685,1037.249733,1043.288738,1049.362903,1055.472432,1061.617532,1067.798409,1074.015272,1080.268331,1086.557795,1092.883878,1099.246792,1105.646752,1112.083973,1118.558673,1125.071069,1131.621381,1138.20983,1144.836638,1151.502028,1158.206225,1164.949454,1171.731943,1178.553921,1185.415618,1192.317264,1199.259092,1206.241337,1213.264233,1220.328017,1227.432928,1234.579204,1241.767087,1248.996819,1256.268643,1263.582805,1270.939551,1278.339129,1285.781788,1293.267779,1300.797355,1308.370768,1315.988276,1323.650133,1331.356599,1339.107932,1346.904395,1354.74625,1362.633762,1370.567195,1378.546818,1386.5729,1394.64571,1402.765521,1410.932607,1419.147243,1427.409705,1435.720273,1444.079226,1452.486846,1460.943416,1469.449221,1478.004548,1486.609685,1495.264923,1503.970553,1512.726868,1521.534163,1530.392736,1539.302884,1548.264908,1557.279111,1566.345795,1575.465267,1758.668996,1963.176657,2191.465589,2446.301207,2730.770507,3048.319456,3402.794734,3798.490339,4240.199596,4733.273224,5283.684153,5898.099879,6583.963231,7349.582528,8204.23223,9158.26528,9508.373034,9867.084765,10230.37327,10599.69245,10957.17293,11308.30636,11635.79945,11921.7816,12169.78864,12373.90803,12543.97119,12753.27514,13030.12917,13372.46701,13810.41979,14286.4804,14804.6727,15319.70109,15864.95424,16484.33688,17331.75586,18268.65839,19043.08006,19904.54882,17069.07085,18770.21074,19340.10196,19212.87212,18373.36647,19096.98462,18770.0815,19211.14731,19765.09222,19830.06219,19035.17885,18782.86544,18524.02406,18571.20729,18431.74096,17860.39158,18146.8564,19035.57917,20065.77006,19499.25515,19759.05719,20101.55255,20292.01679,20834.14092,21317.72228,22015.32286,22630.44158,23403.55927,24686.46498,25659.68239,27236,28478.45986,30260.80433,31538.936,24415.28452,24012.80725,24036.72517,24472.89624
Bangladesh,608.7942969,608.6359427,608.4776297,608.3193579,608.1611273,608.0029378,607.8447895,607.6866823,607.5286162,607.3705912,607.2126074,607.0546646,606.896763,606.7389024,606.5810828,606.4233043,606.2655669,606.1078705,605.9502151,605.7926007,605.6350273,605.6313386,605.62765,605.6239614,605.6202728,605.6165843,605.6128957,605.6092072,605.6055187,605.6018303,605.5981418,605.5944534,605.590765,605.5870766,605.5833883,605.5796999,605.5760116,605.5723233,605.5686351,605.5649468,605.5612586,605.5575704,605.5538822,605.5501941,605.546506,605.5428178,605.5391298,605.5354417,605.5317537,605.5280656,605.5243776,605.5318826,605.5393876,605.5468927,605.5543979,605.5619032,605.5694086,605.5769141,605.5844197,605.5919253,605.5994311,605.606937,605.6144429,605.621949,605.6294551,605.6369613,605.6444676,605.6519741,605.6594806,605.6669872,605.6744939,607.0648134,608.4583245,609.8550343,611.2549502,612.6580797,614.06443,615.4740085,616.8868228,618.3028801,619.722188,621.1447539,622.5705853,623.9996897,625.4320745,643.845699,622.3084814,649.4773793,654.2277256,635.2830715,663.6261606,601.5450494,648.7166244,663.9909078,673.008597,655.3201622,605.9492715,715.43524,715.6558478,658.780848,680.7087573,690.5229512,743.5906505,749.5682743,748.5213695,730.4752857,746.7777068,697.3086433,703.0334248,794.8382808,791.3732063,784.6955049,782.3918596,764.022416,804.9667716,784.6813871,806.7976334,791.4522784,689.6191339,784.1612924,721.3871023,771.8671741,796.3996148,762.6136569,791.9250156,793.279376,809.9082258,802.0236389,801.9868565,826.7609305,824.3512348,807.8737586,805.595915,795.0657186,791.3910447,773.0109549,791.8517813,768.1059353,759.3195615,765.296671,779.6690283,784.6379407,771.9383882,793.1760224,775.7388352,754.3445791,706.3894016,701.6065168,700.8817385,709.2641209,673.3711492,675.3403221,684.2441716,682.7215415,682.5485692,633.4855866,687.860854,661.6374577,635.985227,656.3067921,679.3640316,703.5104482,686.3415538,741.049209,734.0626968,758.0844826,752.5969218,721.1860862,772.1398151,766.6898484,785.1407936,731.0845025,630.2336265,619.9132487,682.131242,659.7209764,674.2066034,659.8772322,687.0598818,698.4684846,683.5393888,686.5680845,676.9818656,692.957842,713.8657578,719.6382971,735.9421772,751.9794035,759.0447399,763.4563728,798.5847008,810.2204465,837.8101643,862.9065016,884.1236841,912.826118,939.2396142,972.7700352,1005.197923,1034.635598,1075.434583,1110.284602,1136.39043,1171.999172,1221.437619,1268,1333.98855,1402.308162,1470.332148,1540.79056,1621.048571,1708.302009,1792.550235
Barbados,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1017.813988,1024.539526,1031.309505,1038.124219,1044.983963,1051.889035,1058.839734,1065.836363,1072.879224,1079.968623,1087.104868,1094.288267,1101.519134,1108.79778,1116.124523,1123.49968,1130.92357,1138.396516,1145.918842,1153.490874,1161.112941,1168.785373,1176.508503,1184.282667,1192.1082,1199.985444,1207.914739,1215.896429,1223.930861,1232.018383,1240.159346,1248.354103,1256.603009,1264.906423,1273.264705,1281.678216,1290.147323,1298.672392,1307.253793,1315.891898,1324.587083,1333.339723,1342.1502,1351.018895,1359.946193,1368.93248,1377.978148,1387.083587,1396.249194,1405.475366,1414.762502,1424.111007,1433.521284,1442.993743,1452.528795,1462.126852,1471.788332,1481.513653,1491.303237,1501.157509,1511.076897,1521.06183,1531.112741,1541.230068,1551.414248,1561.665723,1571.984938,1582.372341,1592.828382,1603.353514,1613.948195,1624.612884,1635.348043,1646.154138,1657.031638,1667.981015,1679.002743,1690.097301,1701.265169,1712.506833,1723.82278,1735.213501,1746.67949,1758.221244,1769.839264,1781.534053,1793.30612,1805.155975,1817.084131,1829.091107,1841.177422,1853.343602,1865.590174,1877.917669,1905.885308,1934.269467,1963.076348,1992.312247,2021.983553,2052.096751,2082.658421,2113.675244,2145.153997,2177.10156,2209.524915,2242.431148,2275.82745,2309.721119,2344.119564,2379.030301,2414.460961,2450.419285,2486.913134,2523.950481,2561.539422,2599.688172,2638.405066,2677.698568,2717.577264,2758.049869,2799.125229,2840.81232,2883.120252,2926.058273,2969.635765,3013.862252,3058.7474,3104.301018,3150.533061,3197.453633,3245.072989,3409.5028,3582.264369,3763.77987,3954.492872,4154.869417,4365.399163,4586.596579,4819.002201,5063.183957,5319.738549,5711.592975,6204.489468,5863.174226,6130.21461,6806.042783,7057.569286,7788.544085,8306.964284,8904.398502,9712.47609,9814.376701,9853.806374,9990.788652,11268.7188,10983.92364,11414.77621,11817.35591,12375.14086,13301.46049,13858.89822,13504.66184,12736.47247,12679.08232,13003.27342,13020.58134,13560.56435,13783.20898,14140.09281,14528.01825,13954.77684,13293.89716,12263.45331,12299.75531,12736.7545,13009.35556,13356.07747,13901.90893,14702.32104,14710.96403,14982.12294,14533.64282,14544.49305,14779.73094,15268.12566,15837,16703.59316,16938.20592,16959.90069,16226.01413,16223.53076,16273.99641,16233.41379
